Depth,ROP(1 ft),WOB (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),ROP(1 min),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gpm),Flow Out %,WH Pressure (psi),H2S Floor,H2S Cellar,H2S Pits
922.17,87.26,14.8,114.99,114.05,252.09,512.14,96.99,45.6,206.23,63.04,860.1,59.37,8.26,0,0.01,0.19
923.2,95.73,16.07,115.26,114.01,252.1,504.51,96.09,44.33,183.89,83.67,857.43,59.84,7.88,0,0.01,0.18
924.22,107.12,16.49,115.41,114.01,251.77,504.13,99.04,43.91,176.99,95.38,856.2,61.89,7.88,0,0.01,0.19
925.24,114.48,14.96,115.48,114.01,251.73,504.13,103.49,45.44,170.01,102.58,855.39,62.12,7.5,0,0.01,0.19
926.28,109.8,12.03,115.56,114.01,251.38,507.18,105.06,48.37,164.67,90.87,856.82,61.71,7.5,0,0.02,0.19
927.29,121.79,14.22,115.6,114.01,251.37,505.28,109.47,46.18,171.99,89.71,854.98,61.65,7.88,-0.01,0.01,0.2
928.31,118.18,13.19,115.68,114.01,251.26,507.94,111.77,47.21,167.46,97.36,857.02,61.45,7.88,0,0.01,0.19
929.33,118.18,15.66,115.71,114.01,250.52,506.8,113.4,44.74,170.58,89.95,855.59,61.83,7.5,-0.01,0,0.19
930.35,111.03,15.29,115.75,114.05,250.42,506.8,112.79,45.11,169.06,94.56,855.18,61.42,7.88,0,0,0.19
931.36,96.44,15.04,115.83,114.05,250.19,505.28,108.69,45.36,173.18,86.44,854.77,61.27,7.88,0,0.01,0.2
932.38,114.49,16.69,115.87,114.09,250.17,507.94,110.48,43.71,181.72,76.62,855.8,61.07,7.5,0,0.01,0.2
933.4,79.62,16.4,115.94,114.13,250,504.51,99.07,44,197.88,72.93,853.14,61.86,7.88,0,0.01,0.19
934.42,79.68,17.68,115.98,114.17,249.82,504.51,91.75,42.72,172.68,95.29,853.34,61.33,7.5,0,0.01,0.19
935.44,86.82,16.24,116.02,114.17,249.74,501.84,90.13,44.16,170.09,102.37,849.25,62.27,7.5,0,0.01,0.2
936.47,106.65,16.9,116.02,114.2,249.09,506.42,95.11,43.5,173.86,93.15,853.95,61.83,7.88,0,0.01,0.2
937.49,111.04,16.53,116.09,114.24,248.78,507.18,100.16,43.87,173.86,93.31,855.18,61.86,7.5,0,0.01,0.2
938.51,106.67,12.45,116.13,114.24,248.86,509.47,102.13,47.95,172.22,97.55,854.16,62.68,7.5,0,0.01,0.2
939.55,113.12,16.94,116.17,114.24,249.29,507.18,104.9,43.46,176,94.01,853.34,62.06,7.5,0,0.01,0.2
940.55,89.39,13.39,116.06,113.82,247.17,494.22,7.46,47.01,194.75,64.05,873.3,60.28,7.5,0,0.01,0.21
941.57,60.11,14.8,115.98,113.9,247.16,514.04,31.71,45.6,229.98,76.04,824.25,61.63,7.88,0,-0.01,0.22
942.58,61.25,14.26,115.94,113.9,247.16,509.85,44.99,46.14,235.01,76.31,863.96,62.18,7.88,0,0.01,0.22
943.6,79.67,16.53,115.87,113.94,247.14,503.75,57.8,43.87,250.46,78.94,852.12,62.21,7.88,0,0.01,0.21
944.62,31.58,2.96,115.52,114.05,247.18,501.84,32.74,57.44,146.72,116.68,850.27,60.78,6.74,0,0.01,0.21
945.66,113.07,15.46,115.56,114.05,247.17,501.08,55.18,44.94,168.98,91.63,850.48,60.13,6.74,0,0.01,0.21
946.69,109.79,14.8,115.56,114.05,247.17,502.61,71.26,45.6,162.65,100.63,850.89,61.13,6.74,0,0,0.21
947.71,104.67,12.82,115.6,114.01,247.17,506.42,80.77,47.58,163.57,100.48,855.39,60.54,6.74,0,0,0.22
948.75,116.65,12.53,115.75,114.01,247.18,507.18,91.48,47.87,158.92,101.27,854.36,59.69,6.74,0,-0.01,0.21
949.77,117.06,7.58,115.79,113.98,247.17,502.61,98.74,52.82,153.08,98.04,852.11,60.45,6.74,0,0,0.21
950.8,124.43,5.11,115.83,113.98,247.17,506.04,105.01,55.29,155.64,78.14,854.36,59.55,6.74,0,0,0.21
951.84,120.43,6.47,115.87,113.98,247.17,499.56,109.8,53.93,143.06,94.71,851.29,59.81,6.36,0,0.01,0.22
952.88,124.42,4.57,115.9,113.94,247.17,501.08,113.82,55.83,143.71,94.01,855.18,60.78,6.36,0,0,0.21
953.91,116.6,10.43,115.94,113.94,247.15,506.8,114.79,49.97,146.91,91.26,856.61,60.37,6.74,0,0.01,0.21
954.95,113.12,12.16,116.02,113.94,247.05,509.09,114.45,48.24,152.09,82.05,858.86,59.93,6.74,0,0.01,0.22
955.99,120.34,13.31,116.09,113.94,246.85,505.28,116.33,47.09,149.35,85.68,855.59,60.57,6.36,0,0,0.22
957.03,103.7,14.43,116.21,113.98,246.88,505.66,112.69,45.97,148.47,85.22,858.45,59.84,6.36,0,0.01,0.22
958.06,120.41,12.9,116.25,113.98,246.88,505.28,115.21,47.5,149.65,86.9,777.57,58.73,6.74,-0.01,0,0.22
959.08,118.18,14.59,116.29,113.98,246.49,507.18,115.93,45.81,161.24,75.46,857.02,56.85,6.36,0,0.02,0.22
960.12,120.4,10.01,116.29,114.01,246.4,502.61,117.2,50.39,146.98,88.97,852.92,57.15,6.36,0,-0.01,0.22
961.15,120.4,10.01,116.29,113.98,246.4,502.61,118.06,50.39,150.38,86.17,853.74,58.4,6.36,0,0.01,0.22
962.17,122.12,12.28,116.29,114.01,246.49,498.79,119.15,48.12,149.31,90.84,844.12,57.67,6.36,0,0.02,0.22
963.19,122.11,6.51,116.29,114.05,246.72,502.61,119.9,53.89,145.38,96.21,852.52,58.7,6.36,0,0.01,0.22
964.23,120.4,8.4,116.29,114.05,246.59,501.08,119.94,52,141.99,97.61,851.9,59.37,6.36,0,0.01,0.22
965.24,122.11,8.94,116.29,114.05,246.53,498.41,120.45,51.46,142.64,95.41,841.87,58.99,6.36,0,0.01,0.22
966.26,122.11,7.83,116.25,114.05,246.4,498.79,120.83,52.57,143.21,93.64,839.61,58.76,5.97,0,0,0.22
967.28,122.11,8.4,116.25,114.09,246.38,498.41,121.16,52,143.97,93.76,850.26,58.55,6.74,0,0,0.21
968.3,122.11,5.6,116.25,114.09,246.41,501.46,121.49,54.8,139.63,96.14,788.01,58.2,6.36,0,0,0.22
969.31,122.13,3.58,116.25,114.09,246.37,496.89,121.67,56.82,137.07,100.29,850.67,57.61,6.36,0,-0.01,0.22
970.35,120.41,5.15,116.25,114.09,246.37,500.32,121.3,55.25,138.48,103.1,850.87,57.17,6.36,0,0.01,0.21
971.37,122.11,8.49,116.25,114.09,246.38,495.74,121.55,51.91,140.77,99.87,849.85,56.79,6.36,-0.01,0,0.22
972.39,122.11,6.55,116.25,114.13,247.81,500.7,121.71,53.85,138.71,100.26,852.71,57.35,5.97,0,-0.01,0.23
973.4,74.65,15.71,116.06,113.71,246.06,510.23,17.96,47.09,136.61,68.53,852.36,60.04,5.59,0,0,0.24
974.42,122.12,8.5,116.02,113.75,246.04,496.13,45.38,54.3,145.99,87.78,847.22,59.6,5.97,0,-0.01,0.23
975.45,124.43,9.9,116.02,113.75,246.14,509.85,66.29,52.9,135.13,93.25,808.05,59.63,5.59,0,0.01,0.24
976.47,118.13,11.34,116.02,113.75,246.06,505.66,80.63,51.46,166.58,51.05,862.32,58.64,6.36,0,0,0.24
977.49,122.12,9.61,115.98,113.78,246.02,508.71,91.81,53.19,165.63,79.85,863.34,58.84,6.36,0,0,0.24
978.51,122.12,8.41,115.98,113.78,246.05,508.33,100.09,54.39,177.48,33.69,863.96,57.56,5.97,0.01,0.01,0.24
979.52,143.56,13.65,116.78,115.42,248.51,513.28,19.18,49.15,162.58,66.49,748.44,58.84,5.59,0,0.01,0.25
980.54,53.88,9.65,116.67,115.42,248.51,510.23,40.91,53.15,171.04,67.65,747.62,58.14,5.59,0,0.01,0.25
981.56,118.21,8.5,116.67,115.46,248.52,513.28,62.34,54.3,134.44,107.04,838.74,57.44,5.21,0,-0.02,0.26
982.58,118.2,12.45,116.63,115.5,248.5,514.43,77.48,50.35,123.96,86.47,845.7,57.03,4.83,0,-0.02,0.25
983.61,124.45,6.68,116.63,115.46,248.38,512.9,90.03,56.12,118.24,86.23,846.73,56.12,5.21,-0.01,-0.01,0.26
984.63,122.12,5.82,116.63,115.5,247.7,512.9,98.76,56.98,119.15,86.26,844.68,56.15,5.21,0.01,0.01,0.25
985.67,120.43,7.3,116.55,115.5,247.45,510.99,104.96,55.5,115.61,89.83,820.52,56.79,4.83,0,-0.01,0.24
986.71,120.42,4.95,116.55,115.5,247.62,514.43,109.52,57.85,118.12,85.41,846.52,55.54,5.21,0,-0.01,0.25
987.72,122.12,5.49,116.55,115.5,247.2,512.52,113.28,57.31,117.67,83.7,810.89,56.33,4.83,0.01,0,0.26
988.76,120.42,3.46,116.59,115.5,247,514.81,115.67,59.34,116.79,83.94,822.98,55.24,5.21,0,-0.01,0.25
989.8,120.4,5.28,116.63,115.5,245.38,520.53,117.43,57.52,116.14,83.85,833.49,54.31,4.83,0,0,0.26
990.82,122.11,8.04,116.67,115.42,245.39,540.73,119.09,54.76,149,51.05,754.27,56.15,5.59,0,0,0.25
991.85,120.4,7.75,116.7,115.31,246.25,538.83,119.96,55.05,128.61,78.51,814.06,55.77,5.21,0,0,0.25
992.89,120.4,7.26,116.7,115.27,246.32,539.21,120.26,55.54,156.97,55.32,882.86,58.32,5.59,0,0,0.25
993.91,122.11,2.76,116.78,115.2,246.48,541.11,121.04,60.04,157.81,54.86,885.11,58.9,5.21,0,0,0.26
994.92,122.65,4.58,116.82,115.12,246.61,533.87,120.61,58.22,160.63,50.56,801.16,58.67,5.21,0,0,0.26
995.96,120.41,2.35,116.9,115.08,246.62,536.54,121.06,60.45,160.25,50.84,814.67,60.04,5.59,0,0,0.25
996.98,122.15,0.78,116.97,115,246.62,543.4,121.99,62.02,180.08,69.85,791.94,59.69,5.97,0,-0.01,0.24
998,116.65,7.71,117.09,114.97,246.61,543.4,120.35,55.09,157.58,114.42,888.79,59.34,5.59,0,0.01,0.26
999.01,122.11,10.1,117.12,114.93,246.38,541.49,120.69,52.7,157.01,110.12,887.77,59.43,5.59,0,0,0.26
1000.03,122.11,9.32,117.09,114.89,246.32,507.18,121.06,53.48,153.12,112.13,865,58.2,5.21,0,-0.01,0.25
1001.09,122.64,3.01,117.12,114.85,246.03,506.42,120.86,59.79,159.6,78.88,686.03,56.59,5.59,0,0,0.25
1002.13,120.42,4.95,117.12,114.81,246.03,504.89,121.26,57.85,126.59,80.55,856.19,57.41,5.21,0,0,0.25
1003.16,120.4,9.4,117.12,114.78,246.03,503.37,121.06,53.4,133.95,87.08,682.13,57.99,5.21,0,0,0.26
1004.18,41.17,8,116.82,113.4,248.43,501.08,7.63,54.8,117.74,75.98,853.16,59.22,4.45,0,-0.01,0.26
1005.22,103.71,13.11,116.86,113.44,248.46,507.56,37.07,49.69,126.28,62.8,850.43,59.78,4.45,0,0,0.26
1006.24,104.66,6.85,116.86,113.52,248.16,499.94,57.93,55.95,115.07,79.52,848.62,58.11,4.45,0,-0.01,0.26
1007.26,104.7,13.28,116.74,113.52,248.14,509.47,71.89,49.52,134.44,68.59,860.92,59.93,4.45,0,0,0.26
1008.29,120.42,10.72,116.7,113.56,248.44,509.85,85.31,52.08,133.64,75.61,863.79,60.01,4.45,0,0.01,0.27
1009.33,106.66,10.27,116.63,113.59,248.11,506.42,92.38,52.53,139.17,81.74,863.58,60.83,4.83,0,0,0.26
1010.37,120.36,11.18,116.63,113.63,248.12,508.33,100.3,51.62,143.97,75.46,864.39,60.72,5.21,0,0,0.27
1011.38,122.07,5.94,116.59,113.63,248.12,504.51,106.37,56.86,131.58,88.91,861.53,60.34,4.83,0,-0.01,0.26
1012.42,120.4,11.92,116.48,113.63,248.41,505.28,109.4,50.88,134.17,72.19,862.76,59.93,4.45,0,0,0.26
1013.44,122.11,8.74,116.44,113.67,248.63,509.09,113.21,54.06,128.57,79.76,865.21,59.22,4.83,0,0,0.27
1014.47,120.4,9.69,116.29,113.67,248.78,509.09,115.56,53.11,130.02,84.28,865.62,60.01,4.83,0,-0.02,0.27
1015.49,111.02,8.7,116.17,113.71,249.59,508.33,114.88,54.1,130.29,81.5,865.83,58.46,4.83,0,-0.01,0.26
1016.51,122.12,5.86,116.02,113.71,249.6,508.71,117.18,56.94,127.65,85.22,864.19,58.29,4.83,0,0,0.26
1017.55,120.42,10.68,115.79,113.71,249.66,506.04,118.35,52.12,134.78,76.28,862.14,56.97,4.45,0,-0.01,0.27
1018.58,120.4,9.24,115.75,113.75,250.24,509.85,118.9,53.56,127.88,85.83,790.89,56.94,4.83,0,0.01,0.27
1019.6,122.11,7.67,115.75,113.75,249.95,507.18,119.82,55.13,128.61,83.03,851.7,57.09,4.83,0,-0.01,0.27
1020.62,101.77,11.34,115.75,113.71,249.96,506.8,114.28,51.46,157.54,51.08,864.6,58.05,4.83,0,0,0.27
1021.66,120.4,8.21,115.83,113.67,249.96,509.85,115.87,54.59,138.6,75.73,858.04,58.11,4.83,0,0,0.27
1022.67,122.12,6.97,115.87,113.63,249.96,507.56,117.54,55.83,145.84,63.77,842.68,58.76,4.45,0,-0.01,0.27
1023.71,120.4,10.19,115.9,113.59,250.38,507.56,118.25,52.61,141.65,63.62,724.73,58.99,4.45,0,0,0.28
1024.75,120.47,10.56,115.9,113.56,250.71,536.92,118.81,52.24,145.92,71.65,880.77,59.02,4.83,0,0.01,0.27
1025.77,122.23,10.39,115.9,113.52,250.64,514.04,119.68,52.41,133.45,87.91,842.08,58.81,4.45,0,-0.01,0.26
1026.8,120.5,10.72,115.94,113.52,250.43,509.47,119.9,52.08,133.56,92.21,865.21,59.11,4.83,0,0,0.27
1027.84,120.51,10.64,115.94,113.44,250.62,507.18,119.98,52.16,133.45,87.48,736.41,59.78,4.45,0,-0.02,0.27
1028.86,122.23,10.97,115.94,113.44,251.05,506.04,121.26,51.83,134.67,86.59,775.52,60.07,4.45,0,0,0.27
1029.88,120.51,11.51,115.94,113.44,251.11,508.33,121,51.29,132.34,87.27,867.25,60.22,4.83,0,0,0.27
1030.92,120.51,13.49,115.94,113.44,251.14,505.66,120.89,49.31,138.18,82.6,762.83,61.65,4.45,0,-0.02,0.27
1031.93,107.81,14.14,115.98,113.44,251,506.8,116.81,48.66,144.89,74.76,841.45,61.57,4.83,0.01,0,0.27
1032.95,114.55,16.25,115.98,113.4,250.97,508.33,115.98,46.55,152.36,66.18,829.78,62.18,4.83,0,-0.01,0.28
1033.97,83.26,16.66,115.94,113.4,251.04,507.18,103.99,46.14,160.21,65.48,686.87,60.83,4.83,0,-0.02,0.27
1035.01,95.74,15.92,115.98,113.37,251.28,510.99,100.56,46.88,167.84,56.02,856.61,60.51,4.83,0,0.01,0.27
1036.03,91.59,15.18,115.94,113.4,251.34,505.28,97.75,47.62,164.45,80.31,860.5,60.01,4.83,0,0.01,0.27
1037.05,40.71,0.83,115.71,112.76,253.63,493.46,18.2,61.97,115.99,91.9,807.26,56.18,4.45,0.01,0,0.28
1038.09,120.5,2.02,115.68,112.76,253.62,496.13,45.83,60.78,121.33,89.16,691.96,56.03,4.07,0,0,0.29
1039.15,122.72,2.06,115.6,112.83,253.62,496.51,66.84,60.74,129.9,76.74,693.39,54.31,4.83,0,-0.01,0.28
1040.17,122.15,1.82,115.56,112.83,253.63,536.92,81.71,60.98,125.48,83.79,873,54.63,4.45,0,-0.01,0.29
1041.2,120.48,1.03,115.48,112.87,253.33,550.26,92.61,61.77,122.85,91.69,890.64,56.44,4.45,0.01,-0.01,0.27
1042.22,122.71,1.77,115.37,112.91,252.62,547.59,100.8,61.03,116.18,88.64,870.99,55.71,4.45,0,-0.01,0.28
1043.24,122.18,3.11,115.26,112.91,252.46,544.54,106.91,61.19,119.95,87.36,787.65,53.31,4.45,0,0,0.29
1044.28,120.5,2.66,115.1,112.91,252.14,550.26,109.96,61.64,119.42,88.24,826.96,53.31,4.07,0,-0.01,0.28
1045.3,122.21,1.42,115.03,112.91,251.78,550.64,113.59,62.88,120.3,83.7,799.52,55.51,4.45,0,-0.01,0.28
1046.31,122.72,2.7,114.91,112.95,251.77,547.98,115.61,61.6,120.37,84.98,893.1,53.46,4.07,0,-0.02,0.28
1047.35,120.47,2.9,114.84,112.91,251.25,550.64,117.88,61.4,131.66,76.77,893.92,55.68,4.45,0,-0.01,0.28
1048.39,116.72,12.76,114.84,112.95,251.01,547.98,117.96,51.54,131.2,70.85,894.33,57.03,4.07,0,0,0.29
1049.43,109.85,18.33,114.87,112.87,251.54,555.98,115.27,45.97,163.64,63.8,892.69,58.14,4.83,0,-0.01,0.28
1050.44,66.57,16.84,114.91,112.83,251.73,549.12,96.14,47.46,193.38,64.99,892.49,58.61,5.21,0.01,0,0.29
1051.46,52.54,19.44,114.99,112.83,251.76,543.78,70.97,44.86,163.03,91.66,730.51,57.47,4.83,0,-0.02,0.29
1052.5,109.86,15.32,115.03,112.79,251.76,546.45,82.42,48.98,157.62,95.23,890.02,58.05,4.83,0,0,0.29
1053.52,111.09,22.57,115.07,112.83,251.76,546.45,90.11,41.73,160.44,91.63,696.52,57.5,4.45,0,0,0.28
1054.53,93.95,21.67,115.14,112.76,251.77,549.12,91.9,42.63,172.45,83.91,702.46,58.87,5.21,0,-0.02,0.28
1055.55,101.79,21.83,115.14,112.76,251.9,548.36,94.91,42.47,198.64,70.97,896.16,59.05,5.21,0,-0.01,0.28
1056.57,106.69,24.88,115.1,112.76,251.77,546.45,97.89,39.42,220.11,70.33,893.7,58.02,5.59,0,-0.01,0.28
1057.59,96.43,24.68,115.1,112.72,251.75,544.54,97.32,39.62,222.4,68.05,895.75,58.35,5.59,0,-0.01,0.28
1058.61,101.79,21.67,115.14,112.76,251.75,543.78,99.09,42.63,234.1,74.18,892.88,58.08,5.59,0.01,0.01,0.28
1059.62,120.51,16.3,115.14,112.72,251.75,542.64,104.47,48,233.03,81.16,893.5,59.02,5.97,0,-0.01,0.26
1060.66,120.5,15.89,115.18,112.76,251.71,547.21,108.79,48.41,226.97,82.32,893.29,60.6,5.59,0,-0.01,0.28
1061.7,124.54,16.55,115.14,112.76,251.11,544.93,113.13,47.75,237.04,75.21,891.45,61.3,5.97,0.01,-0.01,0.28
1062.74,120.51,11.85,115.03,112.76,250.96,543.02,115.25,52.45,226.32,82.66,891.65,58.14,5.59,0,-0.03,0.28
1063.77,120.5,13.91,114.95,112.76,250.97,540.35,116.95,50.39,231.96,78.57,896.57,61.74,5.59,0,0,0.28
1064.79,122.23,18.61,114.99,112.76,250.94,538.44,118.55,45.69,240.92,73.35,845.17,61.27,5.59,0,0,0.27
1065.83,120.51,13.75,115.03,112.76,250.65,502.23,119.06,50.55,228,89.83,809.53,59.78,5.21,0,-0.01,0.27
1066.85,122.21,12.06,115.07,112.83,250.66,491.17,119.93,52.24,135.81,77.87,862.09,57.32,4.07,0,0,0.29
1067.87,91.63,6.82,115.07,112.79,250.66,494.98,109.75,57.48,193.5,75.06,863.72,59.2,4.83,0.01,0,0.28
1068.87,91.65,7.27,115.22,112.07,253.54,546.45,31.4,57.03,206.15,79.27,800.5,60.07,5.21,0.02,-0.01,0.28
1069.89,120.45,9.21,115.22,112.11,253.42,547.21,55.36,55.09,208.82,76.22,862.75,57.03,4.83,0.02,-0.01,0.28
1070.91,118.26,14.61,115.22,112.15,253.16,549.88,72.55,49.69,211.07,69.69,786.57,57.17,5.21,0,0,0.28
1071.92,122.23,14.53,115.22,112.18,253.17,549.5,85.85,49.77,214.5,67.74,725.55,56.38,5.21,0.01,0,0.28
1072.96,120.51,14,115.22,112.26,253.25,547.98,95.53,50.3,170.74,109.36,803.77,58.43,4.07,0,0.01,0.28
1073.98,122.23,15.69,115.18,112.3,253.1,551.79,102.93,48.61,150.26,91.96,890.37,59.28,4.07,0,-0.02,0.28
1075,122.23,10.41,115.14,112.34,253.09,554.08,108.41,53.89,145.27,95.78,873.98,58.93,4.45,0,-0.01,0.29
1076.02,122.18,9.91,115.07,112.37,252.82,555.98,111.25,54.39,136,105.97,817.26,57.73,4.45,0,-0.02,0.28
1077.06,120.5,12.39,115.07,112.41,252.78,559.79,114.26,51.91,146.34,89.65,856.36,59.08,4.45,0.02,0,0.28
1078.09,120.48,11.03,115.07,112.45,252.72,552.55,116.37,53.27,137.8,95.5,864.97,58.67,4.07,0,-0.02,0.29
1079.13,120.5,15.4,115.07,112.49,253.31,518.62,117.88,48.9,144.54,80.98,890.37,57.26,3.69,0.01,-0.01,0.27
1080.15,122.23,18.08,114.99,112.53,253.74,514.43,119.44,46.22,144.12,81.74,872.18,55.62,4.45,0.02,-0.01,0.29
1081.19,120.51,12.84,114.91,112.53,253.97,501.84,120.18,51.46,135.78,89.34,774.92,55.1,4.07,0.01,-0.02,0.27
1082.22,120.5,19.23,114.72,112.53,253.98,497.65,120.6,45.07,153.92,67.34,621.56,54.42,4.07,0,-0.02,0.29
1083.24,122.23,15.4,114.65,112.56,253.98,496.13,121,48.9,140.62,85.19,848.64,54.16,4.07,0,-0.01,0.28
1084.28,120.51,8.1,114.57,112.53,254.06,499.18,120.83,56.2,135.62,92.03,848.23,53.92,4.07,0,-0.03,0.29
1085.3,122.23,13.67,114.68,112.53,254.64,497.65,121.13,50.63,135.89,87.91,845.77,54.01,4.07,0,-0.01,0.3
1086.34,120.51,13.42,114.76,112.53,254.64,493.46,120.88,50.88,140.81,82.96,819.56,55.59,4.07,0,0,0.29
1087.37,120.5,11.11,114.8,112.53,254.64,498.41,120.65,53.19,135.78,86.75,803.18,55.45,4.07,0,0.01,0.29
1088.41,124.54,11.69,114.87,112.53,254.63,496.13,121.62,52.61,136.16,90.29,830,56.33,4.07,0,0.01,0.28
1089.45,120.5,13.71,114.87,112.53,254.68,496.51,121.37,50.59,141.91,83.85,837.99,55.62,4.07,0,0.01,0.29
1090.47,114.56,14.82,114.84,112.56,255.4,517.09,28.01,49.48,136.54,89.22,812.43,55.92,4.07,0,-0.01,0.29
1091.49,99.03,15.4,114.87,112.56,255.42,521.67,49.61,48.9,142.71,87.14,797.89,57.47,4.07,0,-0.01,0.28
1092.51,64.62,2.78,114.87,112.6,255.17,514.81,50.13,61.52,126.66,103.77,858.7,57.32,4.07,0,-0.01,0.28
1093.52,43.62,15.03,114.87,112.6,255.42,525.1,50.52,49.27,135.7,91.14,843.76,56.06,4.07,0,-0.01,0.29
1094.56,113.14,19.4,114.84,112.64,255.42,524.34,68.9,44.9,142.29,84.76,854.82,55.24,4.07,0,-0.01,0.28
1095.67,117.93,20.92,114.84,112.64,255.42,521.29,82.32,43.38,152.4,91.45,855.03,56.71,4.07,0,0,0.29
1096.75,104.63,13.58,114.84,112.64,255.13,518.62,89.68,50.72,144.09,87.66,854.82,56.62,4.07,0,0,0.29
1097.79,103.62,15.44,114.87,112.64,255.42,518.24,96.2,48.86,153.27,80.46,837.21,55.92,4.07,0,-0.01,0.28
1098.9,126.37,18.82,114.84,112.64,255.11,520.14,104.73,45.48,151.71,85.1,638.38,56.5,4.07,0.01,-0.01,0.28
1099.94,133.31,13.83,114.87,112.64,254.96,520.14,107.51,50.47,154.49,80.07,746.9,55.94,4.07,0,0,0.28
1100.96,93.93,12.22,114.84,112.18,258.84,523.19,31.09,52.08,150.07,111.34,725.08,54.72,3.69,0.01,-0.03,0.3
1101.99,143.55,16.59,114.76,112.22,259.01,528.53,56.73,47.71,151.83,106.18,738.38,54.95,3.31,0,-0.01,0.31
1103.01,89.35,10.41,114.65,112.26,259.15,530.44,67.32,53.89,152.74,111.16,659.34,55.18,3.31,0.01,-0.02,0.3
1104.05,115.2,10.41,114.57,112.3,259.38,530.44,80.76,53.89,171.19,82.6,583.37,54.77,3.31,0.01,-0.01,0.3
1105.08,33.64,9.09,114.19,112.34,259.99,535.78,42.54,55.21,132.04,104.29,803.69,54.72,3.31,0.01,-0.02,0.31
1106.1,164.14,17.91,114.15,112.34,259.98,533.49,64.4,46.39,152.82,92.64,903.81,54.33,3.69,0,-0.01,0.29
1107.12,135.73,13.17,114.11,112.34,260.02,532.34,84.79,51.13,148.62,103.38,651.96,55.62,3.69,0.01,-0.01,0.3
1108.18,105.62,10,114.19,112.34,260.68,535.78,90.55,54.3,128.19,95.44,819.86,57.76,2.92,0.01,-0.01,0.31
1109.21,106.6,13.5,114.19,112.3,261.45,530.82,94.67,50.8,133.22,79.03,667.11,58.38,3.31,0,-0.01,0.31
1110.27,152.1,11.19,114.23,112.3,261.79,532.34,108.98,53.11,132.31,96.24,747.38,58.26,3.31,0.01,-0.01,0.31
1111.31,219.52,4.39,114.23,112.3,261.91,532.34,126.19,59.91,122.81,104.38,700.28,59.22,3.31,0.01,-0.01,0.3
1112.38,110.62,8.72,114.26,112.26,261.91,534.63,120.54,55.58,125.52,103.53,725.67,58.55,2.92,0.01,0,0.31
1113.4,87.24,2.94,114.34,112.26,261.92,527.01,110.11,61.36,124.6,101.58,798.37,56.85,2.92,0,-0.01,0.3
1114.46,127.09,13.09,114.38,112.26,261.92,531.2,116.12,51.21,133.56,89.28,899.72,57.32,2.92,0,-0.01,0.31
1115.51,100.07,16.76,114.42,112.26,261.93,535.78,110.61,47.54,132.92,92.7,745.75,57.41,3.31,0,0.01,0.3
1116.63,143.18,17.71,114.42,112.26,261.91,533.87,116.72,46.59,131.54,93.64,623.3,57.23,2.92,0.01,-0.02,0.31
1117.72,109.44,19.64,114.49,112.22,261.92,528.53,116.56,44.66,137.45,85.74,743.29,55.97,2.92,0.01,-0.01,0.31
1118.85,101.96,19.31,114.57,112.26,261.92,530.44,107.14,44.99,130.09,96.24,861.64,51.52,2.92,0,-0.01,0.3
1119.93,113.82,11.23,114.65,112.22,262.36,536.16,109.63,53.07,135.2,87.82,801.85,51.93,3.31,0.01,-0.01,0.3
1120.96,30.6,8.8,114.72,112.26,263,528.15,54.02,55.5,122.58,100.87,886.42,52.23,3.31,0.01,-0.01,0.31
1121.98,111.08,4.06,114.76,112.26,263.01,532.73,70.66,60.24,122.43,103.96,895.63,53.75,2.92,0,-0.01,0.3
1123,118.26,7.32,114.76,112.26,263.01,523.96,83.5,56.98,133.72,89.95,869.42,56.44,3.31,0,0,0.31
1124.02,101.81,9.58,114.76,112.26,263.39,531.58,88.84,54.72,134.97,87.88,864.1,55.56,3.31,0,-0.01,0.29
1125.06,98.26,8.47,114.8,112.3,263.29,527.77,91.14,55.83,138.1,87.02,862.66,56.41,3.31,0.01,-0.01,0.3
1126.09,93.34,11.48,114.84,112.3,263.29,522.43,91.35,52.82,137.38,85.16,886.42,56.12,2.92,0.01,-0.01,0.3
1127.11,122.23,13.01,114.87,112.34,263.29,531.2,99.28,51.29,137.68,85.71,866.76,56.03,2.92,0.01,-0.01,0.29
1128.13,118.27,12.47,114.87,112.34,263.29,526.24,104.36,51.83,136.31,85.22,888.05,56.82,3.31,0,-0.01,0.29
1129.17,120.48,11.89,114.84,112.34,263.28,522.43,108.04,52.41,134.52,86.78,866.38,56.68,3.31,0.01,-0.01,0.3
1130.19,122.21,10.37,114.87,112.34,263.3,519.76,112.13,53.93,130.36,93.43,723.06,57.47,2.92,0.01,0,0.3
1131.2,126.81,7.81,114.87,112.34,263.29,523.58,115.32,56.49,131.28,93.89,764.01,57.91,3.31,0,-0.02,0.3
1131.2,126.81,7.81,114.87,112.34,263.29,523.58,115.32,56.49,131.28,93.89,764.01,57.91,3.31,0,-0.02,0.3
1132.22,62.8,9.21,114.76,111.65,265.55,567.04,29.06,55.09,128.57,87.6,641.64,53.57,2.92,0,-0.02,0.32
1133.25,120.47,12.1,114.72,111.69,265.6,579.62,53.84,52.2,131.96,81.77,648.79,55.77,3.31,0.01,0,0.31
