Depth,ROP(1 ft),WOB (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),ROP(1 min),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gpm),Flow Out %,WH Pressure (psi),H2S Floor,H2S Cellar,H2S Pits
7094.53,15.81,21.46,132.87,114.55,221.21,1621.97,4.92,129.23,135.93,37.13,614.66,75.15,10.7,-0.07,0.04,-0.04
7095.54,9.44,21.42,132.95,115.84,219.48,1559.84,9.21,129.28,142.18,38.27,600.67,67.19,10.7,-0.07,0.04,-0.03
7096.54,12.19,22.81,133.02,116.53,219.83,1525.75,10.3,127.88,138.33,35.66,602.82,69.17,10.7,-0.07,0.05,-0.02
7097.55,9.34,23.13,133.21,117.14,220.46,1640.91,9.33,127.56,143.74,35.63,613.15,76.04,10.32,-0.07,0.04,-0.03
7098.56,9.32,23.27,133.37,117.6,220.82,1543.93,7.93,127.42,146.22,35.55,602.6,66.67,9.94,-0.07,0.05,-0.02
7099.57,9.54,23.27,133.56,117.9,219.73,1528.02,10.99,127.42,147.06,36.87,608.42,69.35,9.94,-0.07,0.05,-0.01
7100.58,10.24,22.25,133.56,118.13,220.51,1534.84,10.63,128.44,148.97,36.39,613.15,72.79,9.56,-0.07,0.05,-0.01
7101.59,8.26,22.58,133.63,118.4,221.21,1589.39,8.57,128.12,148.01,36.68,603.68,68.69,9.56,-0.07,0.05,0
7102.6,8.63,22.21,133.75,118.51,221.98,1554.54,7.68,128.49,151.22,36.84,604.54,69.07,9.18,-0.07,0.04,-0.01
7103.61,8.55,22.62,133.86,118.66,221.73,1552.26,8.7,128.07,149.5,36.68,605.62,73.59,8.79,-0.07,0.04,0
7104.62,12.04,22.16,133.94,118.7,221.54,1546.96,12.15,128.53,151.44,35.02,605.83,71.28,8.41,-0.07,0.03,0
7105.63,9.67,23.27,134.01,118.82,221.8,1573.48,8.92,127.42,153.35,33.96,612.08,72.65,8.03,-0.07,0.04,0.02
7106.64,12.49,23.27,133.98,118.86,222.05,1566.66,11.83,127.42,150.03,34.67,610.14,68.98,8.41,-0.06,0.04,0.01
7107.67,9.69,24.01,134.05,118.74,221.9,1528.02,9.42,126.68,152.7,33.67,610.14,69.54,9.18,-0.07,0.05,0
7108.68,10.6,23.74,134.09,118.74,222.19,1520.44,10.84,126.96,156.25,34.64,605.4,70.81,8.79,-0.07,0.04,0.01
7109.69,8.04,24.76,134.13,118.74,221.97,1535.6,7.82,125.94,157.28,35.28,610.14,70.95,8.41,-0.07,0.04,0.01
7110.7,10.88,25.17,134.17,118.7,222.85,1530.29,12.86,125.52,150.45,35.11,609.71,77.41,8.41,-0.06,0.04,0.01
7111.71,10.32,24.76,134.17,118.78,223.26,1530.29,9.55,125.94,149.35,33.42,604.33,75.19,8.03,-0.06,0.03,0.02
7112.72,8.8,23.32,134.09,118.82,222.61,1529.54,8.96,127.37,137,36.39,597.01,76.23,7.65,-0.07,0.03,0.02
7113.73,9.63,25.36,134.05,118.51,224.37,1526.51,10.27,125.33,129.71,35.61,621.12,79.01,7.27,-0.06,0.05,0.02
7114.79,8.5,25.78,133.98,117.98,223.93,1551.51,11.01,117.92,123.12,39.67,607.77,73.26,7.27,-0.07,0.03,0.02
7115.82,10.13,25.67,133.86,117.44,223.62,1524.99,6.63,121.02,126.51,39.66,615.09,76.04,7.27,-0.07,0.04,0.01
7116.84,6.61,22.99,133.75,116.99,221.83,1528.02,7.64,127.7,133.34,36.39,615.52,74.49,7.65,-0.07,0.03,0.01
7117.86,11.12,25.6,133.67,116.87,220.56,1532.57,29.21,113.1,122.24,40.02,625.21,73.59,7.27,-0.07,0.03,0.01
7118.88,7.23,25.78,133.71,117.33,218.36,1457.56,6.36,124.92,131.81,36.28,641.79,76.56,8.79,-0.07,0.05,0.02
7119.89,7.49,24.94,133.82,117.52,219.78,1498.47,7.44,125.75,129.18,34.64,640.5,70.81,9.94,-0.07,0.04,-0.01
7120.9,7.6,23.83,133.94,117.25,221.1,1458.32,6.89,126.86,125.37,29.38,617.03,71.57,11.08,-0.08,0.04,-0.01
7121.9,7.88,23.13,133.78,116.76,222.79,1475.75,7.83,127.56,118.54,30.34,611.65,73.21,11.46,-0.09,0.03,-0.01
7122.91,9.64,24.9,133.67,116.42,223.27,1468.93,8.39,125.8,121.21,31.55,621.98,68.46,12.23,-0.09,0.05,-0.03
7123.92,7.67,23.5,133.56,116.34,223.71,1481.81,8.06,127.19,123.27,33.23,622.63,70.01,12.61,-0.09,0.05,-0.04
7124.93,8.28,25.22,134.28,116.57,223.43,1518.17,6.53,125.47,123.38,17.09,613.58,73.87,12.23,-0.08,0.05,-0.05
7125.94,7.52,24.8,133.82,116.8,219.73,1499.99,9.35,125.89,147.78,53.59,605.19,67.05,11.46,-0.08,0.04,-0.05
7126.95,9.22,25.27,133.59,116.91,220.05,1496.2,8.68,125.43,132.19,37.85,607.34,73.64,10.7,-0.08,0.02,-0.05
7127.96,7.31,25.73,132.07,115.39,223.78,1409.83,6.18,124.96,135.97,29.48,596.79,71.99,8.41,-0.07,0.05,-0.04
7128.97,7.48,25.31,132.15,115.39,224.17,1439.38,7.13,125.38,138.75,36.31,605.19,69.21,8.03,-0.08,0.04,-0.04
7129.98,7.28,24.99,132.56,115.92,223.44,1522.72,7.27,125.71,145.69,33.5,621.12,69.31,7.65,-0.07,0.04,-0.04
7130.99,10.27,26.19,132.76,116.3,223.39,1509.84,11,124.5,144.89,34.9,616.6,73.12,6.89,-0.07,0.05,-0.04
7132,12.2,25.68,132.83,116.61,223.34,1526.51,12.14,125.01,145.92,35.78,618.32,74.2,6.89,-0.08,0.05,-0.03
7133.01,11.69,25.82,132.83,116.83,223.47,1513.63,11.86,124.87,142.14,35.87,620.26,74.63,6.89,-0.07,0.04,-0.02
7134.02,11.32,25.03,132.91,117.1,224.14,1525.75,9.94,125.66,141.76,35.54,625,77.03,6.51,-0.07,0.04,-0.02
7135.03,11.25,26.33,133.02,117.37,224.21,1519.69,11.37,124.36,148.05,33.59,625.64,74.86,6.51,-0.07,0.04,-0.02
7136.04,11.88,26.56,133.1,117.56,224.1,1537.11,12.84,124.13,152.51,35.64,623.49,73.64,6.51,-0.07,0.05,-0.01
7137.05,10.23,24.62,133.06,117.56,225.08,1520.44,10.81,126.08,148.47,34.52,621.55,71.94,6.13,-0.07,0.04,-0.02
7138.06,11.18,25.27,132.91,117.52,223.88,1507.57,8.6,125.43,144.58,36.4,618.32,72.98,5.74,-0.07,0.05,-0.02
7139.07,10.69,26.05,132.98,117.37,223.12,1508.32,12.02,124.64,148.93,36.81,618.11,67.71,5.74,-0.07,0.04,-0.02
7140.08,11.98,25.27,132.98,117.29,222.67,1522.72,11.94,125.43,155.98,38.09,612.51,72.32,5.36,-0.07,0.05,-0.01
7141.09,10.21,24.71,133.02,117.29,222.74,1500.75,10.01,125.98,148.55,35.99,609.06,77.69,4.98,-0.07,0.04,-0.02
7142.1,13.71,24.66,132.98,117.14,222.97,1503.78,13.07,126.03,146.98,36.42,612.08,74.53,4.98,-0.07,0.04,-0.01
7143.11,10.95,26.05,132.95,116.8,223.33,1506.81,10.78,124.64,144.51,36.22,617.89,72.7,4.98,-0.07,0.04,-0.01
7144.12,12.89,25.45,132.91,116.42,223.17,1519.69,13.14,125.24,137.76,36.42,609.28,66.9,5.36,-0.07,0.05,-0.01
7145.13,11.28,26.56,132.83,116,222.54,1530.29,10.01,124.13,133.03,36.95,631.46,73.26,5.74,-0.07,0.03,-0.01
7146.14,10.2,27.12,132.76,116.11,220.21,1474.99,10.19,123.57,126.36,36.68,628.44,71.33,6.51,-0.07,0.02,-0.02
7147.15,10.75,26.01,132.87,116.64,220.05,1457.56,8.25,124.69,127.35,38.14,644.81,76.32,8.03,-0.08,0.04,-0.02
7148.16,10.45,26.61,133.06,116.95,221.04,1524.99,9.41,124.08,124.11,35.86,635.76,75.71,9.18,-0.08,0.03,-0.03
7149.17,12,25.64,133.17,117.03,221.73,1487.11,11.63,125.06,127.65,35.95,634.25,72.6,9.18,-0.08,0.03,-0.03
7150.17,10.12,26.01,133.17,117.14,222.88,1495.44,9.19,124.69,132.19,36.97,630.38,74.63,9.18,-0.09,0.04,-0.05
7151.18,11.69,26.38,133.1,117.14,223.4,1511.35,12.8,124.31,125.94,37.51,628.01,76.79,9.18,-0.08,0.04,-0.06
7151.18,11.69,26.38,133.1,117.14,223.4,1511.35,12.8,124.31,125.94,37.51,628.01,76.79,9.18,-0.08,0.04,-0.06
7152.19,10.43,25.82,133.1,117.14,223.75,1543.17,10.29,124.87,140.27,37.09,620.47,71.76,8.79,-0.08,0.04,-0.04
7153.2,10.41,25.36,132.95,117.14,223.8,1531.81,11.29,125.33,140.43,39.57,613.58,66.62,8.41,-0.08,0.03,-0.05
7154.21,11.68,25.54,132.91,116.91,223.84,1527.26,11.28,125.15,145.04,41.97,625.43,64.88,8.41,-0.08,0.03,-0.04
7155.22,11.88,25.03,133.37,116.91,223.96,1515.14,12.21,125.66,141.42,36.77,624.35,68.74,7.65,-0.08,0.05,-0.05
7156.23,12.84,26.8,133.37,117.06,223.62,1512.87,11.76,123.9,138.83,37.36,619.18,68.84,7.65,-0.08,0.04,-0.05
7157.24,10.94,26.56,133.25,117.29,223.06,1499.99,11.25,124.13,137.38,32.56,627.15,67.09,7.27,-0.07,0.04,-0.04
7158.25,10,21.93,131.84,114.24,222.21,1239.37,0,128.77,137.91,27.26,553.58,68.79,5.74,-0.07,0.05,-0.03
7159.26,8.39,22.21,131.8,114.93,222.22,1471.96,9.04,128.49,138.52,30.34,608.22,71.61,5.74,-0.07,0.02,-0.03
7160.27,9.2,21.46,131.95,115.46,222.19,1499.99,8.14,129.23,143.67,27.72,609.51,70.39,5.74,-0.07,0.04,-0.02
7161.28,8.83,21.23,132.03,115.73,221.24,1460.59,8.96,129.46,141.72,33.42,611.02,67.33,5.36,-0.07,0.03,-0.01
7162.29,9.11,22.35,132.3,115.92,217.41,1443.92,8.53,128.35,137.64,32.83,619.84,66.9,5.74,-0.07,0.03,-0.01
7163.3,8.76,21.56,132.64,116.64,216.7,1425.74,8.37,129.14,138.71,35.92,633.18,67.66,5.74,-0.07,0.03,-0.02
7164.31,9.73,20.21,133.02,116.99,218.16,1535.6,0.27,130.48,150.49,42.24,638.78,70.34,5.74,-0.07,0.03,-0.02
7165.32,10.36,22.11,133.02,117.1,217.35,1514.38,10.24,128.58,143.93,38.65,630.16,70.11,5.74,-0.07,0.05,-0.01
7166.35,9.67,22.95,133.02,117.1,218.49,1513.63,8.62,127.75,146.98,39.28,629.95,71.1,5.74,-0.07,0.04,-0.02
7167.36,8.89,21.79,132.95,117.14,220.67,1513.63,9.33,128.9,142.94,37.89,632.32,70.67,5.36,-0.07,0.05,0.01
7168.37,9.8,21.6,132.91,117.22,222.18,1543.93,8.76,129.09,144.7,37.19,630.38,68.18,6.13,-0.07,0.03,0
7169.38,8.73,21.97,133.21,117.03,221.5,1551.51,8.42,128.72,140.96,36.65,634.04,74.06,5.74,-0.07,0.03,0
7170.39,10.12,23.27,133.52,117.22,220.55,1556.05,9.38,127.42,138.29,36.66,631.46,75.05,6.13,-0.07,0.03,0
7171.4,8.55,21.23,133.4,117.22,220.61,1513.63,8.55,129.46,137.87,34.72,629.52,77.03,6.13,-0.07,0.05,0
7172.41,9.4,21.05,133.37,117.44,220.57,1501.5,8.89,129.65,139.09,34.27,635.98,74.91,6.51,-0.08,0.03,-0.01
7173.42,12.92,27.77,133.33,117.41,220.53,1537.87,13.46,122.92,133.03,35.76,631.89,77.45,6.89,-0.08,0.03,0
7174.43,12.57,27.12,133.29,117.29,220.15,1507.57,12.44,123.57,139.32,35.78,631.46,77.08,6.51,-0.07,0.04,-0.01
7175.44,12.7,28.93,133.25,117.25,219.8,1525.75,13.5,121.76,140.31,34.9,626.93,76.51,6.51,-0.08,0.02,0
7176.45,12.49,28.74,133.1,117.22,219.87,1509.84,12.06,121.95,137.83,37.53,630.59,72.37,6.13,-0.07,0.03,0.02
7177.46,14.6,29.99,133.02,117.29,220.14,1509.08,13.13,120.7,136.61,37.51,627.58,74.44,6.51,-0.08,0.05,0.03
7178.47,12.2,29.72,132.95,117.37,221.07,1499.23,12.17,120.98,135.05,36.86,630.38,75.76,6.51,-0.07,0.03,0.03
7179.48,14.66,30.37,132.91,117.44,221.49,1536.35,12.7,120.33,132.5,37.33,633.18,73.69,6.13,-0.07,0.03,0.04
7180.48,13.21,32.31,132.95,117.48,221.77,1595.45,13.78,118.38,128.46,37.79,629.52,68.6,6.13,-0.08,0.04,0.05
7181.5,14.49,29.95,132.98,117.44,221.96,1538.63,15.04,120.75,131.24,36.54,632.1,64.46,6.13,-0.07,0.03,0.05
7182.51,12.2,31.06,133.1,117.44,222,1510.6,11.54,119.63,132.61,34.9,629.09,78.58,6.13,-0.08,0.03,0.06
7183.51,13.66,30.32,133.14,117.52,220.82,1574.99,14.61,120.37,133.34,37.79,626.5,74.06,5.74,-0.07,0.03,0.05
7184.52,12.5,30.88,133.17,117.67,220.88,1540.14,12.59,119.82,130.36,35.23,625,75.05,6.13,-0.08,0.03,0.05
7185.54,12.72,31.71,133.21,117.71,221.46,1566.66,12.03,118.98,130.74,35.66,630.38,70.39,6.13,-0.08,0.02,0.04
7186.54,13.72,30.46,133.17,117.79,221.51,1540.14,12.92,120.24,123.8,33.03,622.2,66.15,6.13,-0.08,0.02,0.05
7187.57,11.65,30.78,133.25,117.79,221.85,1512.11,11.03,119.91,131.51,34.3,628.66,70.67,6.13,-0.07,0.02,0.05
7188.58,13.93,30.6,133.29,117.98,222.07,1519.69,12.33,120.1,124.41,35.26,632.53,69.12,6.51,-0.07,0.02,0.03
7189.59,10.99,30.18,133.29,117.94,223.2,1513.63,11.57,120.51,126.17,35.76,636.41,68.84,6.89,-0.08,0.02,0.04
7190.62,12.73,30.92,133.33,117.94,224.53,1441.65,11.41,119.77,123.38,35.63,616.38,68.08,6.89,-0.08,0.02,0.04
7191.62,12.74,33.94,132.83,116.68,223.55,1495.44,12.51,114.86,120.26,35.43,620.47,70.44,8.79,-0.07,0.03,-0.01
7192.63,12.2,33.19,132.95,117.1,223.86,1476.5,12.79,115.6,118.12,36.4,622.84,70.72,8.79,-0.07,0.04,-0.02
7193.64,11.91,31.11,132.98,117.44,224.41,1463.62,10.51,117.69,115.07,33.77,627.36,72.46,9.18,-0.08,0.02,-0.03
7194.65,12.29,31.76,133.21,117.25,224.6,1496.96,13.34,117.04,114.04,31.04,615.09,71.1,9.18,-0.07,0.04,-0.03
7195.66,12.41,32.36,133.33,117.52,224.31,1493.17,11.76,116.43,120.33,35.83,624.14,78.35,9.18,-0.08,0.03,-0.02
7196.67,13.26,31.57,133.44,117.75,223.61,1499.99,13.71,117.22,116.06,35.73,623.49,75.99,9.18,-0.08,0.02,-0.01
7197.68,14.09,30.5,133.52,118.02,223.46,1461.35,12.53,118.29,116.48,35.63,625.21,74.02,9.18,-0.08,0.03,-0.02
7198.69,14.32,32.27,133.56,118.21,223.87,1530.29,13.9,116.53,117.48,35.96,624.78,68.32,9.56,-0.08,0.03,-0.01
7200,15.53,31.94,133.63,118.44,223.38,1499.23,15.43,116.85,120.68,36.22,612.29,65.3,9.18,-0.07,0.04,-0.02
7201.73,13.14,19.38,133.33,114.7,204.93,1706.06,15.02,137.39,144.62,42,614.03,66.86,5.74,-0.05,0.03,-0.02
7202.74,13.53,19.29,134.05,115.84,206.29,1698.49,12.54,137.48,135.39,37.79,613.6,78.54,5.74,-0.06,0.03,-0.01
7203.75,15.9,24.52,135.08,116.76,206.84,1700.76,17.43,132.24,136.08,42.94,611.23,72.84,4.98,-0.07,0.03,-0.02
7204.76,20.19,27.82,136,117.44,201,1717.43,22.92,128.95,128,36.53,598.76,70.67,4.98,-0.06,0.03,-0.02
7205.77,17.46,29.44,137.37,118.21,199.53,1715.91,17.68,127.33,124.8,38.18,595.74,72.93,4.6,-0.07,0.03,-0.02
7206.79,18.69,33.01,137.33,118.63,200.1,1727.27,27.9,123.76,126.74,42.15,597.9,72.27,4.6,-0.07,0.03,-0.01
7207.8,17.2,30.76,137.22,118.93,199.04,1709.09,33.19,118.01,125.71,37.38,586.49,72.65,4.6,-0.07,0.04,0
7208.81,20.32,30.96,137.25,119.27,199.72,1720.46,31.31,116.8,132.38,42.44,592.73,75.19,4.22,-0.06,0.04,-0.01
7209.82,20.92,30.96,137.41,119.69,200.82,1715.15,27.27,116.8,117.21,40.84,599.4,72.89,4.22,-0.07,0.03,0
7210.83,20.76,30.74,137.64,120.08,200.79,1758.34,23.34,121.02,134.63,35.14,615.54,73.45,3.84,-0.07,0.03,-0.01
7211.84,18.36,30.37,137.86,120.46,200.12,1737.88,18.8,126.4,126.59,35.55,611.45,72.56,3.84,-0.06,0.03,0
7212.85,23.44,29.99,138.17,120.76,200.64,1742.43,21.87,126.77,135.01,36.39,614.46,75.33,3.84,-0.07,0.03,0
7213.86,24.73,30.83,138.32,120.91,200.95,1739.4,24.13,125.94,134.9,33.15,610.8,71.9,3.84,-0.07,0.03,0
7214.87,20.34,30.69,138.44,121.22,201.35,1756.06,20.42,126.08,137.91,34.17,614.89,67.85,3.46,-0.07,0.05,0.02
7215.88,20.06,31.06,138.44,121.41,201.84,1765.16,27.43,125.71,134.97,34.26,615.54,67.61,3.46,-0.06,0.04,0
7216.89,28.43,30.18,138.47,121.64,202.33,1764.4,28.16,126.59,134.14,33.61,614.89,69.31,3.08,-0.07,0.01,0
7217.9,25.07,30.74,138.51,121.83,202.71,1765.91,25.73,126.03,138.37,40.3,616.4,68.46,3.08,-0.07,0.03,0.01
7218.91,21.91,31.57,138.55,122.06,203.51,1765.16,21.54,125.2,136.35,36.37,616.18,70.62,3.08,-0.06,0.03,0.02
7219.92,20.21,31.11,138.59,122.21,204.32,1753.79,21.58,125.66,128.49,36.42,613.39,72.51,3.08,-0.07,0.03,0.02
7220.93,21.13,31.25,138.63,122.32,204.92,1775.76,20.73,125.52,138.44,34.37,617.69,72.93,2.69,-0.07,0.03,0.02
7221.94,19.45,31.06,138.66,122.59,206.15,1771.97,20.26,125.71,135.36,38.79,620.49,74.44,2.69,-0.07,0.02,0.01
7222.95,22.6,30.6,138.66,122.71,205.95,1772.73,22.24,126.17,129.03,35.81,615.54,74.49,2.31,-0.07,0.02,0.02
7223.96,18.54,31.01,138.7,122.86,206.58,1775,17.96,125.75,128.46,33.45,618.12,71.85,2.31,-0.05,0.03,0.02
7224.97,23.62,30.55,138.74,122.86,206.69,1779.55,22.48,126.22,139.82,36.22,615.54,72.74,1.93,-0.07,0.02,0.05
7225.98,19.12,30.37,138.82,122.9,208.4,1770.46,18.93,126.4,128.57,38.82,611.45,72.93,1.93,-0.06,0.03,0.02
7226.99,20.55,30.64,138.97,122.82,207.98,1784.85,19.63,126.12,132.31,32.34,615.54,71.14,1.93,-0.07,0.03,0.03
7228,18.26,30.32,137.9,121.1,206.36,1782.58,17.89,126.45,139.4,36.39,616.4,73.87,1.17,-0.06,0.02,0.05
7229.01,23.18,31.2,137.94,121.49,206.85,1772.73,20.84,125.57,135.62,39.55,613.82,76.13,0.79,-0.06,0.03,0.05
7230.02,21.16,32.36,138.05,121.87,206.93,1800.76,21.2,124.41,141,33.18,621.78,69.64,1.17,-0.06,0.03,0.04
7231.03,19.86,30.46,138.13,122.06,207.02,1800.76,19.66,126.31,147.14,30.88,619.41,75.43,0.79,-0.07,0.02,0.03
7232.04,17.73,30.41,138.21,122.36,206.92,1784.1,17.02,126.35,139.4,33.71,619.63,76.09,0.79,-0.06,0.03,0.04
7233.05,19.45,31.06,138.28,122.36,205.79,1773.49,19.08,125.71,138.25,35.63,615.32,74.72,0.79,-0.07,0.01,0.04
7234.08,17.55,30.32,138.36,122.44,201.65,1776.52,16.73,126.45,139.24,36.3,610.37,69.17,0.41,-0.07,0.02,0.04
7235.09,18.83,30.27,138.47,122.52,201.91,1770.46,18.75,126.49,139.47,31.9,608.87,68.55,0.41,-0.07,0.01,0.06
7236.1,16.68,30.83,138.51,122.59,202.94,1779.55,15.78,125.94,135.01,34.94,612.96,68.55,0.41,-0.07,0.01,0.05
7237.11,19.56,31.11,138.59,122.59,203.85,1782.58,20.09,125.66,135.17,32.39,612.74,67.61,0.41,-0.07,0.02,0.05
7238.12,18.09,30.74,138.63,122.59,204.98,1774.25,18.78,126.03,134.67,32.59,614.03,69.59,0.41,-0.07,0.03,0.06
7239.13,18.55,31.11,138.66,122.55,206.65,1770.46,18.89,125.66,145.12,30.69,613.17,70.81,0.03,-0.07,0.02,0.06
7240.14,18.18,31.01,138.66,122.52,207.41,1784.1,17.13,125.75,146.37,32.05,618.55,75.33,0.41,-0.07,0.02,0.05
7241.15,18.84,29.99,138.7,122.74,207.59,1772.73,19.54,126.77,143.93,31.84,614.25,77.36,0.41,-0.07,0.01,0.06
7242.16,19.24,30.23,138.74,122.74,207.95,1782.58,18.42,126.54,148.13,31.7,615.11,76.09,0.03,-0.07,0.02,0.08
7243.17,20.2,31.62,138.78,122.82,207.89,1794.7,19.77,125.15,152.4,34.41,617.9,77.45,0.03,-0.07,0.03,0.07
7244.18,19.45,29.21,138.82,122.9,208.51,1784.85,19.4,127.56,150.57,33.15,616.61,76.09,0.03,-0.07,0.02,0.09
7245.19,18.73,31.25,138.86,122.9,208.95,1777.28,17.92,125.52,152.21,32.05,615.97,76.46,-0.36,-0.07,0.02,0.07
7246.2,21.13,30.64,138.89,122.93,209.42,1774.25,20.23,126.12,144.16,34.11,616.61,76.32,-0.36,-0.07,0.01,0.08
7247.21,19.66,30.88,138.89,122.93,209.76,1767.43,19.93,125.89,141.23,33.26,615.11,75.76,-0.36,-0.07,0.02,0.08
7248.22,19.86,31.52,138.86,123.13,210.07,1762.88,20.23,125.24,149.58,39.41,614.46,75.43,0.03,-0.07,0.02,0.1
7249.23,20.21,30.41,138.86,123.13,210.27,1768.19,19.4,126.35,139.21,33.62,615.97,75.76,-0.36,-0.07,0.01,0.08
7250.24,18.65,31.25,138.86,123.13,210.09,1771.97,19.09,125.52,131.66,35.8,617.26,76.7,-0.36,-0.07,0.01,0.09
7251.25,21.92,31.9,138.86,123.2,209.51,1792.43,20.67,124.87,141.88,39.7,620.49,76.98,-0.74,-0.07,0.01,0.09
7252.26,17.57,30.27,138.82,123.13,209.32,1784.1,17.51,126.49,149.42,30.43,619.84,76.13,-0.74,-0.07,0,0.09
7253.27,22.03,30.55,138.86,123.09,209.26,1770.46,21.39,126.22,133.87,30.17,615.75,74.3,-0.74,-0.07,0,0.1
7254.28,17.91,30.64,138.86,123.16,209.62,1775,17.05,126.12,140.46,27.58,617.04,70.15,-0.74,-0.07,0.02,0.11
7255.29,20.19,30.41,138.82,123.24,209.34,1776.52,20.66,126.35,144.32,30.58,615.97,75.71,-0.74,-0.07,0.01,0.1
7256.3,17.73,30.83,138.82,123.2,210.28,1762.88,17.62,125.94,138.06,32.8,616.18,74.96,-0.74,-0.07,0.01,0.09
7257.31,19.22,30.88,138.82,123.13,206.13,1756.06,19.43,125.89,138.9,40.02,608.22,75.52,-0.74,-0.07,0.02,0.1
7258.32,18.55,29.9,138.17,122.13,206.46,1693.94,18.02,126.86,136.73,35.2,651.9,80.18,-1.12,-0.08,0,0.12
7259.33,16.76,31.48,138.32,122.74,206.28,1679.54,17.27,125.29,139.97,36.34,647.81,79.15,-1.12,-0.07,0,0.12
7260.34,16.22,30.23,138.44,123.16,207.06,1693.18,15.9,126.54,130.55,31.14,642,77.08,-1.12,-0.07,0,0.13
7261.35,16.52,31.01,138.55,123.39,208.05,1646.97,14.58,125.75,132.84,30.02,620.7,77.12,-1.12,-0.07,0,0.13
7262.36,15.74,30.27,138.63,123.47,208.33,1640.15,17.59,126.49,138.56,33.73,613.6,75.8,-1.12,-0.07,-0.01,0.11
7263.37,14.57,30.97,138.66,123.51,209.08,1689.39,14.51,125.8,140.69,31.78,617.04,77.12,-1.12,-0.07,-0.01,0.13
7264.38,17.69,30.88,138.74,123.43,209.18,1678.03,17.54,125.89,143.48,31.35,612.31,76.79,-1.12,-0.07,0,0.14
7265.39,14.48,30.88,138.82,123.47,209.45,1693.18,13.88,125.89,138.56,34.09,612.1,76.65,-1.5,-0.07,0.01,0.13
7266.4,16.37,30.18,138.78,123.39,209.59,1686.36,16.88,126.59,139.82,37.35,608.01,76.13,-1.5,-0.07,0,0.13
7267.41,18.63,30.41,138.74,123.24,207.48,1700.76,17.34,126.35,143.44,35.52,603.92,75.95,-1.5,-0.07,0.01,0.14
7268.42,16.9,29.53,138.63,123.09,206.78,1707.58,17.01,127.24,139.93,34.9,603.27,73.54,-1.5,-0.07,-0.01,0.13
7269.42,18.73,31.01,138.59,122.97,206.62,1745.46,18.37,125.75,150.61,24.59,606.93,76.23,-1.12,-0.07,0,0.12
7270.43,12.98,30.04,139.01,122.74,206.81,1765.16,13.4,126.73,142.83,31.8,609.08,77.12,-1.5,-0.07,0,0.12
7271.44,20.44,30.88,139.31,122.74,207.06,1753.03,19.5,125.89,142.49,32.33,609.3,76.75,-1.12,-0.08,-0.01,0.12
7272.45,16.29,30.6,139.31,123.01,206.97,1744.7,16.51,126.17,142.49,33.03,610.59,76.23,-1.12,-0.07,0,0.14
7273.46,19.12,29.99,139.16,123.16,206.72,1739.4,19.1,126.77,139.4,33.64,611.02,74.77,-1.5,-0.08,-0.01,0.14
7274.47,17.07,30.55,139.05,123.16,205.95,1743.94,16.03,126.22,144.09,33.44,613.17,68.13,-1.5,-0.07,0,0.14
7275.48,15.8,30.97,138.97,123.28,204.68,1742.43,16.5,125.8,134.75,37.35,611.67,68.88,-1.5,-0.07,0,0.13
7276.49,15.6,30.04,138.86,123.2,203.5,1743.18,13.96,126.73,147.94,29.2,608.65,67.61,-1.5,-0.07,0,0.13
7277.5,16.38,31.06,138.82,123.35,205.3,1744.7,16.08,125.71,146.68,30.46,613.6,67.89,-1.12,-0.07,0.01,0.11
7278.51,18.08,30.69,138.74,123.28,202.03,1741.67,17.67,126.08,139.55,37.06,607.36,68.36,-1.5,-0.07,0,0.13
7279.52,14.42,29.99,138.7,123.32,202.5,1735.61,13.59,126.77,144.77,31.63,606.29,72.18,-1.5,-0.07,-0.01,0.13
7280.53,21.38,30.92,138.63,123.32,203.18,1752.28,20.08,125.84,152.66,25.71,607.58,74.44,-1.5,-0.07,-0.01,0.14
7281.54,16.52,31.01,138.59,123.28,203.73,1760.61,16.43,125.75,153.73,25.03,611.67,76.94,-1.5,-0.06,-0.01,0.13
7282.55,17.38,30.55,138.59,123.13,205.03,1759.09,17.27,126.22,135.66,33.8,612.1,71.94,-1.12,-0.06,0.01,0.13
7283.56,17.56,31.25,138.59,123.01,206.06,1745.46,16.41,125.52,158.12,25.61,610.16,73.12,-1.5,-0.07,-0.01,0.14
7284.57,16.3,30.41,138.51,122.97,205.87,1724.24,16.96,126.35,141.99,35.75,622.64,74.86,-1.5,-0.07,-0.01,0.13
7285.58,17.07,30.41,138.63,123.28,205.07,1682.58,15.28,126.35,138.02,32.97,639.2,72.46,-1.5,-0.07,-0.02,0.13
7286.59,17.06,29.9,138.78,123.62,205.1,1536.35,17.17,126.86,147.17,35.6,617.9,75.38,-1.5,-0.06,-0.01,0.15
7287.6,17.9,27.68,137.22,118.93,206.98,1608.33,2.71,128.9,150.64,38.43,600.69,75.48,-1.88,-0.06,-0.02,0.16
7288.61,23.4,30.46,137.06,119.43,206.83,1661.36,20.45,126.12,162.35,30.82,605.21,74.39,-1.5,-0.05,-0.02,0.18
7289.62,16.29,30.13,137.06,119.85,204.18,1705.3,17.61,126.45,135.09,35.6,612.96,76.13,-1.88,-0.05,-0.02,0.19
